sample,fastq_1,fastq_2,strandedness
SRR332921,https://raw.githubusercontent.com/ikmb/nf-testdata/master/esga/SRR332921_R1.fastq.gz,https://raw.githubusercontent.com/ikmb/nf-testdata/master/esga/SRR332921_R2.fastq.gz,unstranded
